Temps (s),AccMs.RsolZ,VitMs.RsolZ,DepMs.RsolZ,AccMns.RlgZ,VitMns.RlgZ,DepMns.RlgZ,PtR.RlgZ,Tyre.Defl,NLG.v,NLG.d,NLG.Ftot,NLG.Fhyd,Tyre.FTyre,NLG.FFriJoi,NLG.FGas,NLG.FFriBag,PtB.RlgZ,PtGb.RlgZ,PtGt.RlgZ,NLG.XGb,NLG.XGt,Tyre.Alpha,Tyre.Omega,TR_sl.RsolX,Tyre.Mu,Tyre.Slip,VGR,Total friction,Metering pin Damping factor,Tyre.Omega,Ac Vz,NLG.Pc,Fx ptB (kN) /lg,Fz ptB (kN)/lg,M/y ptB (N.m) /lg,Fx ptB (kN) /sol,Fy ptB (kN) /sol,Fz ptB (kN)/sol,M/x ptB (N.m) /sol,M/y ptB (N.m) /sol,M/z ptB (N.m) /sol,NLG.Pd,NLG.Pg,,Tyre.FSpin,Tyre.Vitx,Tyre.Depx,,,,,,,,,,,,,
0.1475,18.960756322881583,-0.410804850305159,-0.28246341847983075,-8.474067519178789,0.021437429871242232,-0.06295543056831307,0.11704456943168677,0.06473360057569917,0.42600123142678237,0.21520877389295626,20869.16403558539,1160.8453757604875,21143.95794938817,250.1704551765251,18319.79450601206,1137.120707280646,18.789017665792937,0.3888357955387307,0.7570445694316866,-6425.666376376449,2728.8120984221273,-12.750023711348941,233.5604582327088,-25.633948656117273,0.00033970837926008295,-5.8269018741009084e-05,-3696.854277954322,1387.2911624571711,6396.651152440862,2230.3380863126263,-0.410804850305159,102.9839921878608,-3696.854277954322,20818.282429451032,1950.8076598267967,-0.025633948656117355,0,21.143957949388163,0,1950.8076598267967,0,100.20463054901661,93.30194726590612,0,-7.182779686130002,-0.009460202828516296,-0.00023030243719893202,0,0,0,0,0,0,0,0,0,0,0,0,0
0.148,18.955439842507847,-0.4013271303839051,-0.2826640820450227,-8.274769129780301,0.017300045306352083,-0.0629467805456599,0.11705321945433994,0.0647250819663266,0.41253011480256313,0.21541503895035755,20864.86594811886,1093.2658374258147,21140.824533175517,249.98909163439865,18390.005812188687,1130.389073621646,18.789017665792937,0.3886381805039826,0.7570532194543398,-6420.132611270954,2724.392914321192,-10.698657146187568,233.55510890413572,-25.054679263064575,0.00028507347323804516,-4.889767980069385e-05,-3695.7396969497618,1380.3781652560447,6424.132089696418,2230.2870039875484,-0.4013271303839051,102.76343109080615,-3695.7396969497618,20815.29720594588,1949.3420021558547,-0.025054679263064827,0,21.140824533175515,0,1949.3420021558547,0,100.11523833419265,93.6595305119525,0,-6.026688276788419,-0.006224681313775561,-0.0002334147778558198,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1485,18.950804936936674,-0.39185172791543676,-0.2828600079089804,-8.058768154110416,0.013270661229296874,-0.06294014521504525,0.11705985478495459,0.06471854744129349,0.39916928091164927,0.21561462359081338,20861.220100487928,1028.2006974796725,21138.420926461647,249.812443332915,18458.298636105843,1123.7092499541034,18.789017665792937,0.3884452311941414,0.7570598547849544,-6414.614269757057,2720.050793934001,-8.695027161802976,233.5507613905548,-24.284133744212273,0.00023169851052301575,-3.974245463516565e-05,-3694.563475823056,1373.5216932870185,6453.02980192835,2230.2454882909547,-0.39185172791543676,102.55509008205861,-3694.563475823056,20813.06391924403,1947.8305169281764,-0.02428413374421234,0,21.138420926461645,0,1947.8305169281764,0,100.03420044034088,94.00734300808429,0,-4.89774064346971,-0.0028984538187929103,-0.00023486400476521626,0,0,0,0,0,0,0,0,0,0,0,0,0
0.149,18.946831421053503,-0.38237831220491003,-0.28305119706508286,-7.826184604750476,0.009357568926921637,-0.06293546643058179,0.11706453356941805,0.06471393973807921,0.38592669537003965,0.21580758693849839,20858.20498768704,965.639102833233,21136.726066265193,249.64013311854262,18524.660322122356,1117.0840070109386,18.789017665792937,0.38825694663091986,0.7570645335694178,-6409.116134463196,2715.786984525749,-6.743120780335971,233.54738983016463,-23.329615973389583,0.00017969281089368614,-3.082209449291357e-05,-3693.3291499374473,1366.7241401294814,6483.435617260298,2230.213292260833,-0.38237831220491003,102.35879972597424,-3693.3291499374473,20811.560558053745,1946.2763297917036,-0.023329615973389083,0,21.136726066265194,0,1946.2763297917036,0,99.9613428584911,94.34532029965034,0,-3.798117719937038,0.0004820768782822108,-0.00023462296632607515,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1495,18.943497761469,-0.37290656332417554,-0.283237650346745,-7.577167838555397,0.005568985007643939,-0.06293268193807797,0.11706731806192187,0.06471119754827324,0.3728102597184299,0.2159939920683576,20855.797596026343,905.5658625824071,21135.717401397447,249.4717510067447,18589.08077712636,1110.5163723515404,18.789017665792937,0.3880733259935645,0.7570673180619216,-6403.645105343462,2711.6035878283365,-4.846901907087455,233.54496637921108,-22.199974576113682,0.00012916486356098907,-2.2155208157974114e-05,-3692.0415175151256,1359.988123358285,6515.448722778189,2230.190150008917,-0.37290656332417554,102.17436563096436,-3692.0415175151256,20810.763377241852,1944.6835220105445,-0.02219997457611362,0,21.135717401397446,0,1944.6835220105445,0,99.89647314832109,94.67341098285412,0,-2.7299920544151237,0.003881354752700438,-0.00023268228894972494,0,0,0,0,0,0,0,0,0,0,0,0,0
0.15,18.940781098646344,-0.36343617277485235,-0.2834193684331324,-7.311897637532941,0.001913036188877468,-0.06293172541998353,0.11706827458001631,0.06471025556183793,0.3598277968626364,0.2161739059667889,20853.973449059817,847.9615330763645,21135.370908743607,249.30685363740923,18651.552486452623,1104.0095750647963,18.789017665792937,0.3878943686132276,0.757068274580016,-6398.209986303245,2707.5034678043676,-3.0103044601577844,233.543461226981,-20.90547705166353,8.0222123272043e-05,-1.3760226976336704e-05,-3690.706518498878,1353.3164287022055,6549.177058873485,2230.175776863866,-0.36343617277485235,102.00156929474626,-3690.706518498878,20810.6469357261,1943.0570407575403,-0.020905477051663637,0,21.135370908743607,0,1943.0570407575403,0,99.83938119525956,94.99157678581972,0,-1.695524330441581,0.007264927400501115,-0.00022904982524947438,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1505,18.938657272236266,-0.3539668441387342,-0.28359635185520177,-7.030585417515492,-0.001602256519880278,-0.06293252654824347,0.11706747345175637,0.06471104451915949,0.34698703589720903,0.2163473994847375,20852.70665775689,792.8025159003746,21135.661112408823,249.1449636289051,18712.070522560647,1097.5669895742867,18.789017665792937,0.3877200739670191,0.7570674734517561,-6392.821263220681,2703.490155499914,-1.2372252010196474,233.5428426143805,-19.457677609217544,3.297080090064577e-05,-5.655368936645929e-06,-3689.3311077207672,1346.7119532031918,6584.738335669161,2230.169869548672,-0.3539668441387342,101.8401690256428,-3689.3311077207672,20811.18413828037,1941.4026054241742,-0.019457677609217173,0,21.135661112408823,0,1941.4026054241742,0,99.78984002371826,95.2997926127895,0,-0.6968596744407526,0.01059968274327715,-0.0002237499838778358,0,0,0,0,0,0,0,0,0,0,0,0,0
0.151,18.93710084975278,-0.3444982937138578,-0.2837686010020587,-6.733475563974328,-0.004968994301867442,-0.0629350110453944,0.11706498895460545,0.06471349127121605,0.33429559624701655,0.21651454728286101,20851.969974798973,740.0611685021138,21136.561105849894,248.98556880381793,18770.632546329492,1091.1920788452567,18.789017665792937,0.3875504416717446,0.7570649889546052,-6387.490875612108,2699.5677519008395,0.46848377207143527,233.54307685626654,-17.86928005074139,1.2484352295500258e-05,2.141398335420284e-06,-3687.923123711268,1340.1776476490747,6622.261191483605,2230.1721063939144,-0.3444982937138578,101.68990093695413,-3687.923123711268,20812.346281140235,1939.7266109043437,-0.017869280050741055,0,21.13656110584989,0,1939.7266109043437,0,99.74760666415989,95.59804655071832,0,0.2638762751607986,0.013854064572382488,-0.00021682295159164457,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1515,18.936085158709943,-0.33503025113450285,-0.2839361161276259,-6.420846890075457,-0.008179417746905171,-0.06293910075426785,0.11706089924573199,0.0647175188482222,0.32176097106398033,0.216675427768393,20851.73485286802,689.7059272159623,21138.04257712494,248.82812125500163,18827.23880083538,1084.8883372454004,18.789017665792937,0.3873854714773392,0.7570608992457317,-6382.2319841439385,2695.740829682176,2.103022902212092,233.54412836771763,-16.153997010456077,5.604026748845293e-05,9.612395795617998e-06,-3686.4911544617626,1333.716458500402,6661.886517286071,2230.182147588624,-0.33503025113450285,101.55048001172179,-3686.4911544617626,20814.10310131189,1938.0360287907413,-0.016153997010455896,0,21.138042577124935,0,1938.0360287907413,0,99.71242307201447,95.88633983758334,0,1.1845815602043885,0.01699826615834714,-0.000208323818512471,0,0,0,0,0,0,0,0,0,0,0,0,0
0.152,18.9355823223213,-0.3255624599733422,-0.2840988973576126,-6.093014206642086,-0.011225924850226214,-0.06294471371669297,0.11705528628330687,0.06472304653713581,0.3093905098212478,0.21683012302330362,20851.971506772676,641.701442462544,21140.075837402866,248.67203621508253,18881.89209748982,1078.6592332592274,18.789017665792937,0.38722516326000345,0.7570552862833066,-6377.0587361320195,2692.0143347093067,3.6626534557819665,233.54595969444551,-14.326406827976797,9.759578886364637e-05,1.6740272532357866e-05,-3685.044401422713,1327.33126947431,6703.768976024195,2230.1996354706935,-0.3255624599733422,101.42160123548477,-3685.044401422713,20816.422829502197,1936.33830739795,-0.014326406827976826,0,21.14007583740286,0,1936.33830739795,0,99.6840170967467,96.16468679178566,0,2.0631823779886425,0.02000440137096178,-0.00019832161782699012,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1525,18.93556329883577,-0.31609467832392435,-0.2842569446967746,-5.750329987412139,-0.014101089843932284,-0.06295176426161493,0.11704823573838491,0.06472998996843793,0.29719140005536837,0.2169787187233313,20852.648979227368,596.0087259208603,21142.629852883787,248.51669068570033,18934.59779442852,1072.508152198535,18.789017665792937,0.3870695170150538,0.7570482357383846,-6371.98603109463,2688.393488114389,5.143706236821615,233.54853154756393,-12.401809290366467,0.00013705191259648448,2.3508046757544508e-05,-3683.5925429802405,1321.0248428842353,6748.078751824792,2230.2241948588958,-0.31609467832392435,101.30294079487982,-3683.5925429802405,20819.27224660427,1934.6412714956064,-0.012401809290366146,0,21.142629852883783,0,1934.6412714956064,0,99.66210349962486,96.43311470208631,0,2.8976378586572524,0.022846652969416244,-0.000186898291342282,0,0,0,0,0,0,0,0,0,0,0,0,0
0.153,18.93599792454579,-0.30662667936165144,-0.2844102580364554,-5.3931861048907495,-0.016797682896377657,-0.06296016310306313,0.11703983689693671,0.06473826121261243,0.28517064821936505,0.21712130404744098,20853.73521005626,552.5853094845169,21145.672280287334,248.3614217741982,18985.363767054212,1066.4383389885859,18.789017665792937,0.38691853284949596,0.7570398368969364,-6367.029288336937,2684.8836897314445,6.542590756872718,233.55180284294235,-10.39608142823606,0.00017431203471631666,2.9899148321838192e-05,-3682.145598605492,1314.799760762784,6795.003571686385,2230.255433428683,-0.30662667936165144,101.1941573401334,-3682.145598605492,20822.616743687413,1932.9530225983333,-0.010396081428235903,0,21.145672280287332,0,1932.9530225983333,0,99.64638501893008,96.69166367758227,0,3.6859451606213005,0.025501397928325117,-0.00017414759237811944,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1535,18.93685496044945,-0.2971582518814267,-0.28455883716239616,-5.022015602348499,-0.01930869069755191,-0.0629698174484119,0.11703018255158794,0.06474776888676216,0.27333505962683163,0.2172579715772544,20855.197108540127,511.38541582141437,21149.16950606943,248.20552467478495,19034.200370654315,1060.45284104025,18.789017665792937,0.3867722109743338,0.7570301825515876,-6362.204218444938,2681.4904236298266,7.855804877439585,233.55573074538108,-8.325534493472489,0.00020928220821948783,3.58974628163787e-05,-3680.7137948151117,1308.658365715035,6844.751051824651,2230.2929421340295,-0.2971582518814267,101.09489330964942,-3680.7137948151117,20826.42038545365,1931.2818406173774,-0.008325534493472333,0,21.149169506069427,0,1931.2818406173774,0,99.63655348148177,96.94038645731911,0,4.426144896238465,0.027947309863056886,-0.000160173937446591,0,0,0,0,0,0,0,0,0,0,0,0,0
0.154,18.93810214248301,-0.2876892008101852,-0.2847026817628013,-4.637294456184463,-0.02162733792564414,-0.06298063111737473,0.11701936888262511,0.06475841827179526,0.2616912174901122,0.21738881718599945,20857.00062855123,472.3601403548271,21153.08668952721,248.04825021778512,19081.120395032704,1054.554451141057,18.789017665792937,0.3866305516966259,0.7570193688826248,-6357.526600456203,2678.2191664382362,9.07994493250633,233.56027071784735,-6.206773182147207,0.0002418714095592621,4.1487377282892296e-05,-3679.3074340179664,1302.602701358842,6897.551432843158,2230.3362956776,-0.2876892008101852,101.00477631496392,-3679.3074340179664,20830.645977133463,1929.6360876323965,-0.006206773182147117,0,21.153086689527203,0,1929.6360876323965,0,99.63229095939491,97.17934817923306,0,5.116326894125211,0.03016543880490469,-0.00014509121804413865,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1545,18.939706235153256,-0.27821934769260853,-0.28484179143664756,-4.239543268817822,-0.02374710956005305,-0.06299250467215475,0.11700749532784509,0.06477011144059844,0.250245461085627,0.21751393991654228,20859.110846031366,435.4576444714733,21157.387809945187,247.8888018938045,19126.13901112142,1048.7456502110595,18.789017665792937,0.3864935554113031,0.7570074953278447,-6353.012066354297,2675.0752991007635,10.21171632813722,233.5653765760114,-4.056558096548368,0.0002719918143903625,4.6653827511211405e-05,-3677.936767253533,1296.6344521048638,6953.660783088046,2230.385053031532,-0.27821934769260853,100.92342058433913,-3677.936767253533,20835.255134798932,1928.0241144911315,-0.004056558096548997,0,21.15738780994518,0,1928.0241144911315,0,99.63327097095102,97.40862610824672,0,5.754636298187529,0.03213926875215465,-0.00012902158366806133,0,0,0,0,0,0,0,0,0,0,0,0,0
0.155,18.94163308829372,-0.26874853114846164,-0.2849761657022218,-3.8293288164701758,-0.02566177396828814,-0.0630053355591389,0.11699466444086094,0.06478274739757846,0.23900386311735974,0.21763344184810096,20861.492038251465,400.62335973710844,21162.035717923107,247.7263322385146,19169.27370956728,1043.0285496698489,18.789017665792937,0.3863612225927603,0.7569946644408606,-6348.675894405072,2672.0640226528535,11.247944598590886,233.5710005483107,-1.891672366187939,0.0002995590820064076,5.138234682785722e-05,-3676.611871752218,1290.7548819083634,7013.364768872656,2230.438758011007,-0.26874853114846164,100.85042846315808,-3676.611871752218,20840.20835907281,1926.4541708905124,-0.0018916723661882315,0,21.162035717923104,0,1926.4541708905124,0,99.63915972430725,97.62830932349266,0,6.339279993047855,0.03385475358542135,-0.00011209420687535066,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1555,18.94384769653494,-0.2592766073001942,-0.2851058040058719,-3.407265356655747,-0.027365406646616013,-0.0630190182624622,0.11698098173753764,0.06479622222989341,0.22797220639731686,0.21774742795129962,20864.10776415119,367.8002028618208,21166.992191003606,247.5599384371816,19210.544231328684,1037.4048330454448,18.789017665792937,0.3862335537862383,0.7569809817375373,-6344.532812716308,2669.190278548819,12.185586881661896,233.57709334175155,0.2712067300599713,0.0003244926474947879,5.565911620836842e-05,-3675.3425341674892,1284.9647714826265,7076.983114991257,2230.4969399026077,-0.2592766073001942,100.78539196909588,-3675.3425341674892,20845.465112203663,1924.9343195353292,0.0002712067300603849,0,21.166992191003608,0,1924.9343195353292,0,99.64961740252078,97.83849836484656,0,6.868533335560262,0.035300332084059666,-9.444404083332082e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.156,18.946314260919625,-0.24980345016973438,-0.28523070573095677,-2.9740155782449924,-0.028852414435738508,-0.06303344446968007,0.11696655553031977,0.06481042927060812,0.21715596002061466,0.2178560059313099,20866.920944877358,336.92880110151617,21172.217993685983,247.38865697444632,19249.972490365857,1031.8756963190435,18.789017665792937,0.38611054959901014,0.7569665555303193,-6340.596814259124,2666.458674013931,13.021743751782592,233.58360421362744,2.4156303787147597,0.0003467160200233192,5.9471015441392665e-05,-3674.1381402451925,1279.2643532934899,7144.874910766791,2230.559114149181,-0.24980345016973438,100.72789439972397,-3674.1381402451925,20850.98389845971,1923.472354910682,0.002415630378714468,0,21.17221799368598,0,1923.472354910682,0,99.66429948797763,98.03930483919129,0,7.340747157836908,0.03646692291372583,-7.62105793764579e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1565,18.948996251893394,-0.24032895204378768,-0.28535087020697864,-2.530291050192318,-0.030117559960834667,-0.06304850324966048,0.11695149675033936,0.06482525927388373,0.20656025528518657,0.2179592860589525,20869.89394342491,307.9477277116387,21177.672941866505,247.21145711227342,19287.58248856986,1026.441786335196,18.789017665792937,0.3859922106913871,0.7569514967503389,-6336.8809844404805,2663.8734128333085,13.753671318021429,233.59048104928644,4.525494402917162,0.0003661570848730826,6.280567493534865e-05,-3673.007571607172,1273.6532434474693,7217.444958131946,2230.6247830924585,-0.24032895204378768,100.67751198981107,-3673.007571607172,20856.722347763098,1922.0757271424065,0.0045254944029170475,0,21.1776729418665,0,1922.0757271424065,0,99.68285812382473,98.23085098715434,0,7.754354988789399,0.03734790057215399,-5.753662909038091e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.157,18.951856472663664,-0.23085302380745584,-0.28546629671888235,-2.0768519943121646,-0.03115598595799075,-0.06306408124263947,0.11693591875736037,0.06484060060214582,0.19618986169390362,0.21805738098979946,20872.98864201372,280.79374697971014,21183.315971684824,247.02723292474732,19323.400223151642,1021.1031364057985,18.789017665792937,0.38587853776756115,0.7569359187573599,-6333.397342161993,2661.4382319270194,14.378793461163559,233.59767044601702,6.585148391693265,0.00038274840599298465,6.565152761457712e-05,-3671.9591102349737,1268.1303693305458,7295.151412033971,2230.6934367741096,-0.23085302380745584,100.63381561506596,-3671.9591102349737,20862.63730244043,1920.7514713559872,0.00658514839169311,0,21.18331597168482,0,1920.7514713559872,0,99.70494350937251,98.41326921144376,0,8.1078804218081,0.03793905338055183,-3.856710240010499e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1575,18.954857121623725,-0.221375595246644,-0.28557698451650565,-1.6145061702445673,-0.03196323904311303,-0.06308006286216103,0.11691993713783881,0.06485633942495635,0.1860491634834745,0.2181504055715412,20876.1665155049,255.40206825754152,21189.105212675422,246.83479354907658,19357.453586808217,1015.8590979862923,18.789017665792937,0.38576953156629784,0.7569199371378383,-6330.156695141361,2659.1563439958604,14.894714038586574,233.6051178030363,8.579497269997773,0.00039642752468156374,6.799786015121162e-05,-3671.0003511455,1262.693891535369,7378.515034125089,2230.7645537950652,-0.221375595246644,100.59637253848463,-3671.0003511455,20868.68490690038,1919.5061428795955,0.008579497269998229,0,21.189105212675422,0,1919.5061428795955,0,99.7302053256995,98.58670156839894,0,8.399944529678137,0.038238524690450325,-1.9447840054879827e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.158,18.957959852182363,-0.21189661532055282,-0.2856829328241659,-1.1441066167911533,-0.03253529235150861,-0.06309633050833678,0.11690366949166306,0.06487235992903348,0.1761421372532172,0.2182384766401678,20879.388698748564,231.70660828982108,21194.998065019583,246.632851223098,19389.772261100865,1010.7082669872625,18.789017665792937,0.3856651928514955,0.7569036694916625,-6327.168510109759,2657.0303864554085,15.299228834272803,233.61276741745345,10.494094871617309,0.00040713724867664423,6.983486255174e-05,-3670.1381236543507,1257.3411182103605,7468.130474199099,2230.8376022318994,-0.21189661532055282,100.56474819479529,-3670.1381236543507,20874.820699960754,1918.3457585711337,0.010494094871617562,0,21.19499806501958,0,1918.3457585711337,0,99.75829418683038,98.7512992249702,0,8.629273197898872,0.03824673853993896,-3.2447078491034795e-07,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1585,18.96112582789693,-0.20241605240660435,-0.2857841408503692,-0.6665479400483795,-0.032868566321532795,-0.06311276479149755,0.11688723520850229,0.0648885445385054,0.16647233142261658,0.21832171280587911,20882.616045243038,209.64026099640023,21200.95128056179,246.4200065645633,19420.38760362594,1005.6484028821967,18.789017665792937,0.3855655224026234,0.7568872352085018,-6324.440798331351,2655.062376806701,15.590336966600939,233.62056258593677,12.315229153285351,0.00041482592425543907,7.115367482940636e-05,-3669.37842152465,1252.0684094467601,7564.680118545906,2230.9120406076804,-0.20241605240660435,100.538508007797,-3669.37842152465,20880.99970943137,1917.2757444828783,0.0123152291532856,0,21.20095128056179,0,1917.2757444828783,0,99.78886311090656,98.9072218840843,0,8.79470421005358,0.03796631103803075,1.8658684734105025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.159,18.9643157702624,-0.19293389452147314,-0.2858806077976299,-0.18276077295619567,-0.03295994670801089,-0.06312924476485156,0.11687075523514828,0.06490477414403387,0.15704284843557542,0.2184002342300969,20885.809173840436,189.13517371069767,21206.921047088657,246.19473039810492,19449.332529738418,1000.6763382523719,18.789017665792937,0.3854705210050516,0.7568707552351478,-6321.980016719478,2653.253674520098,15.766251391288117,233.62844571163242,14.029998760441982,0.0004194476819893959,7.194642915770084e-05,-3668.7263421993803,1246.871068650477,7668.951212063063,2230.987318912969,-0.19293389452147314,100.51721923467706,-3668.7263421993803,20887.1765484081,1916.3008900106624,0.014029998760441685,0,21.206921047088652,0,1916.3008900106624,0,99.82156900472417,99.05463718226774,0,8.895193875333469,0.03740194878094298,3.735965912457652e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1595,18.967489995825286,-0.1834501495235605,-0.2859723328723917,0.3062960514180304,-0.03280679868230187,-0.06314564816419271,0.11685435183580713,0.06492092833888079,0.14785633085974934,0.21847416239552678,20888.92849941238,170.12302870915155,21212.863075161767,245.9553412405973,19476.641389808618,995.7878757318723,18.789017665792937,0.3853801894402806,0.7568543518358066,-6319.790984647802,2651.604949433988,15.825408041521891,233.63635841565318,15.626380721590394,0.0004209626443061332,7.220628547275013e-05,-3668.186035213814,1241.7432169724696,7781.857188360021,2231.062879670457,-0.1834501495235605,100.50045283071887,-3668.186035213814,20893.30551254153,1915.4253086077254,0.015626380721590068,0,21.212863075161764,0,1915.4253086077254,0,99.85607415390359,99.1937200645198,0,8.929822933424031,0.036560335608167745,5.5639826928660394e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.16,18.970608438426325,-0.17396484530434733,-0.28605931529504386,0.7996461752154573,-0.032406975594694146,-0.06316185165199006,0.11683814834800978,0.06493688565928946,0.13891495281259653,0.21854361987193308,20891.93424233649,152.53532868971757,21218.73268653754,245.69997729900933,19502.34984326501,990.9776684234092,18.789017665792937,0.3852945284760769,0.7568381483480093,-6317.876816372061,2650.116156591065,15.766473036463674,233.64424165217142,17.093289107938826,0.0004193370801047689,7.192745799395692e-05,-3667.7606597809954,1236.6776457224187,7904.464453346567,2231.138159034023,-0.17396484530434733,100.48778532724708,-3667.7606597809954,20899.340677299653,1914.6524050762398,0.017093289107938746,0,21.218732686537535,0,1914.6524050762398,0,99.89204770979873,99.32465214281844,0,8.89780140829627,0.03545000898881228,7.336483142306654e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1605,18.97363065127082,-0.16447802997871191,-0.28614155431003324,1.2963099370845157,-0.03175882062615189,-0.06317773106230314,0.1168222689376967,0.06495252382567904,0.13022041849705795,0.21860873008118162,20894.786410288056,136.30368467135446,21224.484902886263,245.42656149523094,19526.494731009807,986.2390786717866,18.789017665792937,0.3852135388565153,0.7568222689376962,-6316.2388687878865,2648.786517350913,15.588347245903824,233.65203582579437,18.42062454627688,0.00041454348789645644,7.110522948481242e-05,-3667.4523514369735,1231.6656401670177,8038.026297848063,2231.212587909588,-0.16447802997871191,100.47880071522376,-3667.4523514369735,20905.2359939369,1913.9848493820837,0.01842062454627785,0,21.224484902886264,0,1913.9848493820837,0,99.92916716304737,99.44762104633784,0,8.798472000448154,0.034081227287906225,9.040544506701966e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
0.161,18.976515782087045,-0.1549897720876684,-0.2862190491960771,1.7953230147850263,-0.030861159118759373,-0.06319316164186252,0.11680683835813732,0.0649677199800626,0.12177397007077158,0.21866961706621701,20897.444744014723,121.3601045969354,21230.074533122006,245.13275758005992,19549.113948209655,981.56400849992,18.789017665792937,0.3851372212919206,0.7568068383581369,-6314.876704049097,2647.6145065267538,15.29016732849838,233.65968090945861,19.5993145142929,0.0004065605844459237,6.973594930461813e-05,-3667.262197522343,1226.6967660799799,8184.026215146972,2231.2855930809187,-0.1549897720876684,100.47309232673844,-3667.262197522343,20910.945382494512,1913.4245568700703,0.019599314514292927,0,21.230074533122007,0,1913.4245568700703,0,99.96711979244392,99.56281977357712,0,8.631311510016603,0.0324658290971042,0.00010663835961557175,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1615,18.97922251275026,-0.14550016083129327,-0.28629179927649273,2.2957606013236123,-0.029713278818097568,-0.06320801828127157,0.11679198171872827,0.06498235091373633,0.11357640763308324,0.21872640527003356,20899.868616359698,107.63728072667207,21235.456257153997,244.8159147922946,19570.24631997991,976.9426928846167,18.789017665792937,0.385065576448695,0.7567919817187279,-6313.78806635526,2646.5978451942065,14.871302138697624,233.66711656052797,20.62134437654038,0.00039537317000402314,6.781701029228527e-05,-3667.190221161053,1221.7586076769112,8344.233746188052,2231.356598318286,-0.14550016083129327,100.4702647067509,-3667.190221161053,20916.42281966889,1912.9726746870024,0.02062134437654004,0,21.235456257153995,0,1912.9726746870024,0,100.00560407653931,99.67044605922484,0,8.395929656872745,0.030617085721292295,0.0001219469024762179,0,0,0,0,0,0,0,0,0,0,0,0,0
0.162,18.98170895224101,-0.13600930635517278,-0.2863598039296703,2.7967685475662925,-0.02831489454431442,-0.06322217572854372,0.11677782427145612,0.0649962932775728,0.1056281248360723,0.2187792193324516,20902.016870555406,95.06887371076877,21240.58470323917,244.47299770161572,19589.93148312749,972.3634441714328,18.789017665792937,0.3849986049390048,0.7567778242714557,-6312.968871981061,2645.733498707337,14.331343121730656,233.67428223208884,21.479779133675795,0.00038097183390370853,6.534679826821758e-05,-3667.2353732737242,1216.8364418730484,8520.777183169925,2231.4250254412555,-0.13600930635517278,100.46993546796965,-3667.2353732737242,20921.622418765695,1912.6295741473245,0.021479779133675946,0,21.24058470323917,0,1912.6295741473245,0,100.04433105401236,99.7707017718811,0,8.092064507580085,0.028549547789120628,0.00013622167637077822,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1625,18.98393246843939,-0.1265173401209531,-0.28642306259973077,3.297603342398361,-0.02666609287311524,-0.06323550877498027,0.11676449122501957,0.06500942376507479,0.09792916456848184,0.21882818391473582,20903.847579406305,83.58979102062173,21245.41451531522,244.1004967667332,19608.209777937725,967.8123320177467,18.789017665792937,0.384936307310284,0.7567644912250191,-6312.41321135469,2645.0176793275073,13.670086953022443,233.68111727556536,22.168775854047002,0.0003633524546386855,6.232460628450866e-05,-3667.395532027183,1211.9128287844799,8716.239204946858,2231.4902952985876,-0.1265173401209531,100.47173712274527,-3667.395532027183,20926.498498168694,1912.394848699123,0.022168775854046998,0,21.24541451531522,0,1912.394848699123,0,100.08302561732553,99.86379236293196,0,7.719573513956144,0.02627888679576755,0.00014936111976866198,0,0,0,0,0,0,0,0,0,0,0,0,0
0.163,18.985849439691275,-0.11702441540110745,-0.2864815748074313,3.7976834043117074,-0.024767251170959386,-0.06324789240056575,0.1167521075994341,0.06502161925556177,0.09047930040777247,0.21887342356493972,20905.317700970543,73.13645719036764,21249.900405669126,243.69431363520448,19625.122155035297,963.2727779254157,18.789017665792937,0.38487868403449466,0.7567521075994336,-6312.113361686348,2644.44585271713,12.88750820945005,233.6875610296701,22.68358673117833,0.00034251543605106835,5.8750503610817895e-05,-3667.667508969218,1206.9670915606202,8933.784061762628,2231.551828617658,-0.11702441540110745,100.4753188874012,-3667.667508969218,20931.005633739038,1912.2673170642115,0.022683586731178366,0,21.249900405669127,0,1912.2673170642115,0,100.12142772228992,99.94992639219637,0,7.278418903489535,0.02382173218346434,0.00016127198586039416,0,0,0,0,0,0,0,0,0,0,0,0,0
